configuration_id,component_count,components,system_voltage_v,analysis_period_min,active_duration_min,sleep_duration_min,peak_duration_min,avg_active_current_ma,avg_sleep_current_ma,avg_peak_current_ma,calculated_energy_mwh,target_energy_mwh
1014,1,ESP32-S3,3.3,360,141.917,211.6439,6.4392,91.7,0.007,355.0,841.564523,822.018174
1015,1,SSD1306 OLED controller,3.3,30,2.0455,27.0955,0.8591,0.0,0.01,0.0,0.014903,0.014354
1016,1,BME280,3.3,30,14.7062,14.5564,0.7374,0.0,0.0,0.0,0.0,0.0
1017,4,ESP32 + HC-05 + BME280 + DHT22 / AM2302,3.3,30,11.515,17.0263,1.4587,14.095,0.002035,60.625,55.169912,53.174788
1018,3,BME280 + ESP32 + HC-SR04,3.3,30,10.6222,19.0811,0.2967,12.96,0.002713,80.0,31.153337,30.250913
1019,2,HC-05 + nRF24L01+,3.3,1440,847.9809,582.713,9.3061,20.65,0.00045,6.75,1933.127241,2006.881303
1020,4,ESP32-S3 + nRF24L01+ + HC-SR04 + HC-SR501,3.3,60,34.4177,24.3476,1.2348,45.75,0.001975,92.125,386.077251,387.438502
1021,2,HC-05 + MPU6050,3.3,360,18.0825,340.9105,1.0069,16.95,0.005,0.0,33.902414,33.519651
1022,4,HC-SR501 + Raspberry Pi Pico + ESP32-S3 + MPU6050,3.3,60,11.0844,48.8994,0.0163,40.15,0.32925,88.75,101.767716,103.201444
1023,1,ESP32-S3,3.3,30,12.0796,16.8327,1.0877,91.7,0.007,355.0,82.166931,82.46431
1024,2,Arduino Uno / ATmega328P + DHT22 / AM2302,4.15,60,34.5773,24.8511,0.5716,1.25,0.0,1.25,4.832971,4.802626
1025,1,BMP280,3.3,720,98.0565,618.4918,3.4517,0.00274,0.0001,0.03685,0.025174,0.025277
1026,1,Arduino Uno / ATmega328P,5.0,360,146.7323,199.3483,13.9194,0.0,0.0,0.0,0.0,0.0
1027,3,nRF24L01+ + INA219 + HC-05,3.3,60,14.829,44.3219,0.8491,13.766667,0.0003,4.5,34.316805,34.598869
1028,3,Raspberry Pi Pico + HC-SR501 + ESP32-S3,3.3,30,1.5651,27.0376,1.3972,52.233333,0.435667,118.333333,42.713762,41.877104
1029,1,HC-SR501,3.3,1440,523.8661,851.9404,64.1935,65.0,0.0,0.0,1872.821335,1869.231717
1030,2,HC-SR501 + DS18B20,5.0,120,28.816,86.9927,4.1913,33.0,0.000375,0.75,159.01737,154.767121
1031,2,HC-SR501 + MPU6050,3.3,720,204.5154,479.8221,35.6625,34.45,0.005,0.0,775.275053,780.650512
1032,2,HC-SR501 + MPU6050,3.3,120,34.4326,85.3471,0.2203,34.45,0.005,0.0,130.529267,128.869451
1033,2,nRF24L01+ + DS18B20,4.15,720,324.3016,369.7979,25.9005,6.15,0.000825,7.5,251.088659,250.777895
1034,1,HC-05,3.3,360,138.9679,205.9159,15.1162,30.0,0.0,0.0,229.297049,229.023057
1035,4,BMP280 + INA219 + nRF24L01+ + Raspberry Pi Pico,3.3,120,15.8152,101.4252,2.7597,2.825685,0.32525,3.384212,19.143641,19.905313
1036,4,MPU6050 + ESP32 + HC-SR04 + BMP280,3.3,60,7.8564,50.1115,2.0321,10.695685,0.00456,60.009212,48.703134,48.47532
1037,1,DHT22 / AM2302,3.3,1440,742.072,695.6003,2.3277,2.5,0.0,2.5,102.354955,103.376504
1038,1,INA219,3.3,60,8.1282,50.2716,1.6002,0.0,0.0,0.0,0.0,0.0
1039,2,HC-SR501 + Raspberry Pi Pico,3.3,120,20.2546,96.3551,3.3903,32.5,0.65,0.0,79.299668,79.759686
1040,2,HC-SR04 + BME280,4.15,30,9.5114,20.0212,0.4674,7.5,0.0,0.0,11.889312,12.377205
1041,2,BMP280 + BME280,3.3,1440,720.2511,703.5019,16.247,0.00137,5e-05,0.018425,0.14534,0.142221
1042,2,ESP32-S3 + BME280,3.3,120,50.1342,64.8368,5.029,45.85,0.0035,177.5,351.06803,346.253437
1043,4,Raspberry Pi Pico + ESP32 + BMP280 + HC-SR04,3.3,30,3.0043,25.5894,1.4063,9.720685,0.32706,60.009212,28.109489,27.635669
1044,1,MPU6050,3.3,360,92.9702,252.0315,14.9983,3.9,0.01,0.0,20.080721,19.796173
1045,2,DHT22 / AM2302 + BMP280,3.3,60,33.3527,24.6947,1.9527,1.25137,5e-05,1.268425,4.8636,5.101525
1046,4,BMP280 + Arduino Uno / ATmega328P + DS18B20 + nRF24L01+,4.15,30,2.3961,26.5472,1.0566,3.075685,0.000438,3.759212,2.611125,2.634041
1047,2,Raspberry Pi Pico + nRF24L01+,3.3,30,2.116,27.8419,0.0421,5.65,0.65045,6.75,3.338444,3.471879
1048,4,Raspberry Pi Pico + HC-SR501 + ESP32 + BME280,3.3,30,13.498,16.1868,0.3152,22.22,0.327035,60.0,71.309253,72.009588
1049,1,nRF24L01+,3.3,120,56.8038,61.5857,1.6105,11.3,0.0009,13.5,36.502402,36.626544
1050,1,BMP280,3.3,30,15.3374,13.8215,0.8411,0.00274,0.0001,0.03685,0.004092,0.00409
1051,1,BME280,3.3,60,32.3957,25.4452,2.1591,0.0,0.0,0.0,0.0,0.0
1052,2,nRF24L01+ + INA219,3.3,1440,176.288,1206.3988,57.3132,5.65,0.00045,6.75,152.177737,150.804391
1053,4,DS18B20 + HC-SR04 + Arduino Uno / ATmega328P + BMP280,5.0,1440,485.0178,943.3305,11.6517,4.000685,0.000213,0.384213,648.307709,637.91613
1054,2,ESP32-S3 + nRF24L01+,3.3,720,372.0517,335.37,12.5783,51.5,0.00395,184.25,2362.748919,2284.264691
1055,4,DHT22 / AM2302 + ESP32-S3 + nRF24L01+ + ESP32,3.3,30,9.8462,19.3565,0.7972,32.345,0.00401,152.75,96.873297,100.000843
1056,3,nRF24L01+ + DS18B20 + BMP280,3.3,60,15.4907,41.9136,2.5957,4.100913,0.000583,5.012283,13.182682,13.532321
1057,3,HC-SR04 + MPU6050 + Raspberry Pi Pico,4.15,720,195.6073,515.399,8.9937,6.3,0.436667,0.0,333.093346,335.360235
1058,3,DHT22 / AM2302 + ESP32-S3 + INA219,3.3,120,55.2541,62.4716,2.2743,31.4,0.002333,119.166667,331.013475,336.612074
1059,3,DHT22 / AM2302 + Raspberry Pi Pico + BMP280,3.3,360,197.3073,146.8382,15.8545,0.834247,0.433367,0.845617,39.871353,41.238447
1060,4,Arduino Uno / ATmega328P + DHT22 / AM2302 + SSD1306 OLED controller + DS18B20,4.15,720,231.96,463.2429,24.7971,0.875,0.002688,1.0,58.017484,57.761182
1061,3,BME280 + nRF24L01+ + ESP32-S3,3.3,720,233.9531,474.2325,11.8144,34.333333,0.002633,122.833333,1564.999061,1541.565319
1062,2,ESP32-S3 + HC-SR04,4.15,120,28.981,87.1826,3.8364,53.35,0.0035,177.5,257.331706,256.337578
1063,2,ESP32-S3 + BME280,3.3,1440,414.6021,1010.5899,14.808,45.85,0.0035,177.5,2380.5616,2350.977094
1064,2,HC-05 + ESP32-S3,3.3,1440,112.8733,1257.0468,70.0799,60.85,0.0035,177.5,2124.311199,2166.537603
1065,4,Arduino Uno / ATmega328P + MPU6050 + Raspberry Pi Pico + HC-SR501,4.15,60,18.2731,39.6097,2.1172,17.225,0.3275,0.0,89.655736,92.318792
1066,2,DS18B20 + MPU6050,4.15,720,104.6374,583.7759,31.5867,2.45,0.005375,0.75,35.470407,35.259068
1067,1,ESP32-S3,3.3,1440,231.6988,1198.4622,9.8389,91.7,0.007,355.0,1361.139751,1361.419784
1068,4,Raspberry Pi Pico + nRF24L01+ + BME280 + DHT22 / AM2302,3.3,720,350.1066,364.295,5.5985,3.45,0.325225,4.0,296.72264,288.909093
1069,3,SSD1306 OLED controller + Raspberry Pi Pico + HC-05,3.3,30,10.1565,19.5515,0.292,10.0,0.436667,0.0,18.166851,18.730452
1070,1,DS18B20,5.0,1440,237.3343,1155.9307,46.735,1.0,0.00075,1.5,25.691981,26.623951
1071,2,ESP32 + MPU6050,3.3,360,205.4638,144.9191,9.6171,13.89,0.00907,120.0,441.019049,442.954593
1072,2,BMP280 + ESP32-S3,3.3,60,31.975,25.9523,2.0727,45.85137,0.00355,177.518425,201.754549,197.785712
1073,3,BMP280 + HC-05 + DS18B20,3.3,60,3.7431,55.9135,0.3434,10.334247,0.000283,0.512283,6.53606,6.592113
1074,1,ESP32-S3,3.3,120,15.0065,102.5266,2.4669,91.7,0.007,355.0,123.891182,124.816501
1075,2,ESP32-S3 + HC-SR501,3.3,360,94.93,255.9456,9.1243,78.35,0.0035,177.5,996.405576,1011.224259
1076,3,nRF24L01+ + Arduino Uno / ATmega328P + INA219,3.3,120,66.1184,48.8537,5.0279,3.766667,0.0003,4.5,44.828226,45.386285
1077,4,Arduino Uno / ATmega328P + Raspberry Pi Pico + ESP32 + INA219,3.3,30,14.0503,15.5067,0.443,5.97,0.327035,60.0,25.416606,25.138829
1078,3,BMP280 + BME280 + SSD1306 OLED controller,3.3,720,331.7053,371.3013,16.9934,0.000913,0.003367,0.012283,0.290687,0.283413
1079,4,DS18B20 + ESP32-S3 + INA219 + BMP280,3.3,60,11.798,46.5341,1.6679,23.175685,0.001962,89.134213,93.287048,95.135553
1080,3,DHT22 / AM2302 + Arduino Uno / ATmega328P + SSD1306 OLED controller,3.3,1440,758.0636,653.027,28.9094,0.833333,0.003333,0.833333,108.567959,111.31425
1081,4,HC-SR501 + HC-SR04 + BME280 + nRF24L01+,3.3,1440,407.5136,1014.7158,17.7705,22.825,0.000225,3.375,2232.767852,2319.775535
1082,4,HC-SR501 + DS18B20 + ESP32-S3 + BMP280,3.3,720,421.7096,266.3043,31.9861,39.425685,0.001962,89.134213,4298.423265,4307.251347
1083,1,DS18B20,5.0,120,71.413,47.0209,1.566,1.0,0.00075,1.5,6.14978,6.096227
1084,1,DHT22 / AM2302,3.3,1440,199.088,1179.8647,61.0473,2.5,0.0,2.5,35.768607,35.88642
1085,3,Arduino Uno / ATmega328P + HC-SR04 + MPU6050,5.0,60,33.1898,25.8292,0.981,6.3,0.003333,0.0,48.620665,49.841605
1086,3,SSD1306 OLED controller + BMP280 + INA219,3.3,30,17.056,12.874,0.07,0.000913,0.003367,0.012283,0.009864,0.009669
1087,4,DS18B20 + ESP32 + nRF24L01+ + BMP280,3.3,60,7.9337,50.658,1.4083,9.045685,0.002472,63.759212,35.85641,37.341152
1088,4,Arduino Uno / ATmega328P + INA219 + HC-05 + HC-SR501,3.3,1440,427.3471,1009.4519,3.2009,23.75,0.0,0.0,2232.88876,2195.348376
1089,1,MPU6050,3.3,30,6.4944,23.466,0.0396,3.9,0.01,0.0,1.405957,1.406933
1090,4,BME280 + Raspberry Pi Pico + DHT22 / AM2302 + ESP32-S3,3.3,720,56.064,647.7833,16.1527,23.55,0.32675,89.375,654.636303,662.813345
1091,2,ESP32-S3 + BME280,3.3,30,13.7573,14.9042,1.3385,45.85,0.0035,177.5,95.524092,92.134713
1092,3,Raspberry Pi Pico + HC-05 + SSD1306 OLED controller,3.3,60,30.9109,28.9825,0.1066,10.0,0.436667,0.0,53.091226,53.86393
1093,1,HC-05,3.3,1440,755.8856,666.8139,17.3005,30.0,0.0,0.0,1247.211238,1209.666988
1094,2,SSD1306 OLED controller + ESP32-S3,3.3,30,7.7862,20.9327,1.2811,45.85,0.0085,177.5,64.302653,64.798189
1095,3,DS18B20 + Arduino Uno / ATmega328P + nRF24L01+,5.0,120,13.7963,100.5378,5.6659,4.1,0.00055,5.0,14.650506,14.861961
1096,2,INA219 + HC-05,3.3,360,117.3398,231.5619,11.0984,15.0,0.0,0.0,193.61059,192.908868
1097,2,DS18B20 + ESP32,4.15,1440,552.2643,856.551,31.1847,12.44,0.004445,120.75,1187.339414,1229.088901
1098,3,HC-05 + SSD1306 OLED controller + BMP280,3.3,1440,722.0227,674.6506,43.3266,10.000913,0.003367,0.012283,1191.908915,1224.336936
1099,1,Raspberry Pi Pico,3.3,120,22.9821,96.9969,0.021,0.0,1.3,0.0,6.935279,7.024175
1100,2,SSD1306 OLED controller + nRF24L01+,3.3,360,68.3222,279.2043,12.4736,5.65,0.00545,6.75,51.891215,52.892382
1101,2,nRF24L01+ + BME280,3.3,720,132.7836,577.5906,9.6258,5.65,0.00045,6.75,89.700735,88.078133
1102,2,ESP32-S3 + MPU6050,3.3,30,3.3875,26.2049,0.4075,47.8,0.0085,177.5,25.793406,25.899499
1103,4,ESP32-S3 + INA219 + HC-SR501 + DS18B20,3.3,360,20.0011,327.1252,12.8737,39.425,0.001937,89.125,427.160773,426.384228
1104,1,BMP280,3.3,360,40.1,302.1647,17.7353,0.00274,0.0001,0.03685,0.04365,0.043643
1105,2,MPU6050 + Raspberry Pi Pico,3.3,1440,283.4417,1098.3464,58.212,1.95,0.655,0.0,139.934092,140.862405
1106,1,Arduino Uno / ATmega328P,5.0,30,8.5606,21.4206,0.0188,0.0,0.0,0.0,0.0,0.0
1107,4,MPU6050 + HC-SR501 + BMP280 + HC-SR04,3.3,360,29.9718,314.173,15.8552,20.975685,0.002525,0.009213,151.253998,147.515768
1108,3,nRF24L01+ + BMP280 + Raspberry Pi Pico,3.3,30,13.0904,15.7188,1.1908,3.76758,0.433667,4.512283,10.149024,10.1996
1109,3,SSD1306 OLED controller + ESP32 + DS18B20,3.3,720,284.7795,431.6222,3.5984,8.293333,0.006297,80.5,446.166876,441.309709
1110,2,DHT22 / AM2302 + ESP32,3.3,1440,318.6151,1073.8174,47.5674,13.19,0.00407,121.25,1097.190105,1135.01889
1111,3,BME280 + HC-SR04 + HC-SR501,4.15,1440,547.0255,823.9415,69.033,26.666667,0.0,0.0,3143.11728,3206.641191
1112,2,BMP280 + Arduino Uno / ATmega328P,4.15,60,32.1565,27.4361,0.4074,0.00137,5e-05,0.018425,0.005823,0.005593
1113,4,DS18B20 + Arduino Uno / ATmega328P + HC-05 + nRF24L01+,4.15,30,15.4387,14.0101,0.5513,10.575,0.000412,3.75,36.835279,37.393817
1114,1,DS18B20,5.0,360,104.1471,243.558,12.2949,1.0,0.00075,1.5,10.231013,10.253048
1115,2,BMP280 + BME280,3.3,360,108.553,239.5574,11.8896,0.00137,5e-05,0.018425,0.041774,0.041659
1116,1,HC-SR04,5.0,360,181.2479,174.7437,4.0084,15.0,0.0,0.0,226.559857,222.558937
1117,1,BME280,3.3,720,256.9494,445.933,17.1176,0.0,0.0,0.0,0.0,0.0
1118,4,ESP32 + DS18B20 + Raspberry Pi Pico + INA219,3.3,120,24.443,93.4994,2.0575,6.22,0.327223,60.375,68.289822,65.085953
1119,2,HC-05 + HC-SR501,3.3,1440,565.4204,804.075,70.5046,47.5,0.0,0.0,2954.321658,3037.702493
1120,1,MPU6050,3.3,120,38.6145,80.3847,1.0008,3.9,0.01,0.0,8.327018,8.274024
1121,3,BMP280 + Raspberry Pi Pico + HC-SR04,4.15,360,79.6547,268.9993,11.346,5.000913,0.433367,0.012283,123.792389,123.717056
1122,4,DHT22 / AM2302 + nRF24L01+ + HC-SR501 + HC-05,3.3,360,106.9925,245.9233,7.0842,27.2,0.000225,4.0,646.489493,644.859363
1123,2,ESP32-S3 + MPU6050,3.3,60,15.8517,44.0446,0.1037,47.8,0.0085,177.5,85.414361,85.131186
1124,2,nRF24L01+ + Raspberry Pi Pico,3.3,360,177.6212,172.6105,9.7684,5.65,0.65045,6.75,129.994771,133.27463
1125,1,nRF24L01+,3.3,120,70.4824,49.4291,0.0885,11.3,0.0009,13.5,43.872971,42.782764
1126,1,Arduino Uno / ATmega328P,5.0,720,167.4301,531.0214,21.5485,0.0,0.0,0.0,0.0,0.0
1127,2,nRF24L01+ + ESP32,3.3,1440,149.9404,1246.0755,43.9841,17.59,0.00452,126.75,903.987038,912.839352
1128,1,nRF24L01+,3.3,120,51.6668,68.2322,0.101,11.3,0.0009,13.5,32.189265,32.456865
1129,1,nRF24L01+,3.3,360,104.7906,253.7426,1.4667,11.3,0.0009,13.5,66.22898,65.371955
1130,4,INA219 + nRF24L01+ + Arduino Uno / ATmega328P + BMP280,3.3,30,11.2529,17.3823,1.3648,2.825685,0.00025,3.384212,8.012442,7.928442
1131,3,DS18B20 + nRF24L01+ + DHT22 / AM2302,3.3,120,60.1034,57.5451,2.3515,4.933333,0.00055,5.833333,52.996758,53.67693
1132,2,ESP32-S3 + HC-SR501,3.3,120,70.4894,46.4123,3.0983,78.35,0.0035,177.5,668.025669,667.250245
1133,4,DHT22 / AM2302 + HC-SR04 + Arduino Uno / ATmega328P + ESP32,4.15,60,15.6768,42.4723,1.8509,10.345,0.002035,60.625,67.047031,67.828459
1134,2,DS18B20 + HC-SR501,5.0,360,107.6992,239.3543,12.9466,33.0,0.000375,0.75,593.978717,592.312206
1135,1,SSD1306 OLED controller,3.3,120,27.5845,88.1295,4.2861,0.0,0.01,0.0,0.048471,0.047785
1136,2,DS18B20 + Raspberry Pi Pico,5.0,360,170.9932,185.586,3.4207,0.5,0.650375,0.75,34.793781,34.338488
1137,4,BMP280 + DHT22 / AM2302 + ESP32-S3 + MPU6050,3.3,1440,772.8962,611.4603,55.6435,24.525685,0.004275,89.384213,5265.055362,5285.986135
1138,2,ESP32-S3 + BME280,3.3,120,58.0128,60.9796,1.0076,45.85,0.0035,177.5,312.284831,308.743532
1139,1,MPU6050,3.3,30,9.7798,19.9318,0.2884,3.9,0.01,0.0,2.108725,2.112776
1140,1,HC-SR501,3.3,60,7.0757,50.017,2.9073,65.0,0.0,0.0,25.295651,25.055638
1141,4,BME280 + DHT22 / AM2302 + BMP280 + nRF24L01+,3.3,120,6.9884,107.8442,5.1675,3.450685,0.00025,4.009213,9.869004,9.511658
1142,3,ESP32-S3 + nRF24L01+ + HC-05,3.3,360,68.979,273.4933,17.5276,44.333333,0.002633,122.833333,859.941942,855.388175
1143,4,ESP32-S3 + BME280 + Arduino Uno / ATmega328P + ESP32,3.3,1440,628.0668,740.6101,71.3231,28.895,0.003785,148.75,6327.221498,6118.899794
1144,4,Arduino Uno / ATmega328P + DHT22 / AM2302 + ESP32-S3 + DS18B20,4.15,60,16.7788,42.6157,0.6055,23.8,0.001937,89.75,100.328863,103.886103
1145,2,SSD1306 OLED controller + INA219,3.3,360,98.7386,258.7502,2.5112,0.0,0.005,0.0,0.142313,0.137412
1146,3,Raspberry Pi Pico + Arduino Uno / ATmega328P + HC-05,4.15,60,6.7074,52.6403,0.6523,10.0,0.433333,0.0,15.800434,15.939154
1147,2,BME280 + ESP32-S3,3.3,120,29.3978,87.4965,3.1056,45.85,0.0035,177.5,208.93934,206.993078
1148,3,BMP280 + HC-05 + DS18B20,3.3,720,260.6341,443.6014,15.7645,10.334247,0.000283,0.512283,453.837724,468.500588
1149,1,Arduino Uno / ATmega328P,5.0,120,7.7195,110.3111,1.9694,0.0,0.0,0.0,0.0,0.0
1150,3,BME280 + ESP32-S3 + SSD1306 OLED controller,3.3,360,96.7594,248.8078,14.4329,30.566667,0.005667,118.333333,770.040052,754.769383
1151,3,INA219 + SSD1306 OLED controller + BMP280,3.3,720,284.7644,412.8312,22.4044,0.000913,0.003367,0.012283,0.31765,0.324777
1152,3,ESP32 + nRF24L01+ + SSD1306 OLED controller,3.3,30,3.5444,25.0662,1.3894,11.726667,0.006347,84.5,26.256281,26.144121
1153,4,HC-SR04 + BME280 + INA219 + BMP280,3.3,720,161.5992,541.2053,17.1955,3.750685,2.5e-05,0.009213,202.061179,204.793602
1154,3,Arduino Uno / ATmega328P + HC-05 + SSD1306 OLED controller,3.3,1440,365.2994,1020.9101,53.7906,10.0,0.003333,0.0,603.305445,621.08153
1155,3,nRF24L01+ + MPU6050 + HC-SR501,3.3,720,174.3314,522.1433,23.5253,26.733333,0.003633,4.5,786.756314,781.927702
1156,4,nRF24L01+ + HC-SR04 + INA219 + HC-SR501,3.3,120,39.5755,78.4214,2.0031,22.825,0.000225,3.375,217.039333,219.643053
1157,2,Arduino Uno / ATmega328P + HC-SR04,5.0,30,17.5835,12.0543,0.3622,7.5,0.0,0.0,21.979411,22.659283
1158,2,HC-SR501 + INA219,3.3,720,291.0073,403.5497,25.4429,32.5,0.0,0.0,1040.351265,1032.989114
1159,4,ESP32 + INA219 + BMP280 + HC-SR501,3.3,1440,506.4532,890.593,42.9538,22.220685,0.00206,60.009212,3043.302738,3045.113548
1160,2,HC-05 + nRF24L01+,3.3,720,318.8626,375.3863,25.7512,20.65,0.00045,6.75,743.435144,742.025464
1161,4,MPU6050 + DS18B20 + INA219 + HC-SR04,4.15,120,37.4965,80.7742,1.7293,4.975,0.002688,0.375,58.304036,57.015278
1162,3,MPU6050 + ESP32-S3 + Arduino Uno / ATmega328P,3.3,120,17.5967,98.945,3.4583,31.866667,0.005667,118.333333,160.139748,158.937418
1163,3,HC-SR501 + INA219 + ESP32-S3,3.3,1440,545.3294,853.8207,40.8498,52.233333,0.002333,118.333333,5497.843657,5540.114316
1164,1,INA219,3.3,120,22.4181,91.8746,5.7073,0.0,0.0,0.0,0.0,0.0
1165,4,INA219 + DS18B20 + nRF24L01+ + ESP32,3.3,30,17.4854,11.0662,1.4484,9.045,0.002448,63.75,55.670795,55.236334
1166,3,BME280 + HC-05 + MPU6050,3.3,360,136.3537,222.6645,0.9818,11.3,0.003333,0.0,254.353985,254.578772
1167,3,INA219 + ESP32-S3 + ESP32,3.3,720,241.3785,449.9334,28.6881,38.526667,0.005047,198.333333,2473.612054,2589.660725
1168,4,HC-05 + DS18B20 + HC-SR04 + MPU6050,4.15,720,330.288,357.2554,32.4567,12.475,0.002688,0.375,1060.481789,1031.242945
1169,1,HC-SR04,5.0,30,8.9986,19.784,1.2174,15.0,0.0,0.0,11.248273,11.338176
1170,4,HC-SR04 + ESP32 + Arduino Uno / ATmega328P + HC-SR501,5.0,1440,76.3569,1311.9363,51.7068,25.97,0.002035,60.0,1292.450159,1272.0194
1171,4,MPU6050 + HC-SR04 + BMP280 + nRF24L01+,3.3,30,17.7807,10.7496,1.4697,7.550685,0.00275,3.384212,38.194024,39.166003
1172,3,BMP280 + HC-SR501 + SSD1306 OLED controller,3.3,360,136.7409,218.74,4.5191,21.66758,0.003367,0.012283,489.000053,476.358083
1173,4,SSD1306 OLED controller + ESP32 + DS18B20 + HC-05,3.3,120,16.9627,99.2818,3.7555,13.72,0.004723,60.375,101.827729,99.190458
1174,1,SSD1306 OLED controller,3.3,720,387.2609,299.3819,33.3572,0.0,0.01,0.0,0.16466,0.166245
1175,1,Raspberry Pi Pico,3.3,120,21.3136,92.9146,5.7717,0.0,1.3,0.0,6.643395,6.787834
1176,1,Raspberry Pi Pico,3.3,120,27.5022,89.4377,3.0601,0.0,1.3,0.0,6.394795,6.377376
1177,4,HC-SR04 + nRF24L01+ + Arduino Uno / ATmega328P + DHT22 / AM2302,4.15,30,7.8166,20.8983,1.2851,7.2,0.000225,4.0,16.835488,16.757773
1178,1,BME280,3.3,360,98.5142,258.4162,3.0697,0.0,0.0,0.0,0.0,0.0
1179,1,DHT22 / AM2302,3.3,30,7.7167,21.068,1.2153,2.5,0.0,2.5,1.228149,1.202329
1180,1,HC-SR04,5.0,1440,410.1962,978.8421,50.9617,15.0,0.0,0.0,512.745263,511.798139
1181,4,MPU6050 + HC-SR04 + Raspberry Pi Pico + DHT22 / AM2302,3.3,120,21.0309,93.0083,5.9608,5.35,0.3275,0.625,41.212423,42.331206
1182,2,Arduino Uno / ATmega328P + BME280,4.15,720,368.2018,323.1811,28.617,0.0,0.0,0.0,0.0,0.0
1183,4,DS18B20 + Raspberry Pi Pico + HC-SR04 + HC-05,5.0,30,6.914,22.3662,0.7198,11.5,0.325188,0.375,23.141228,22.386992
1184,1,HC-SR501,3.3,1440,681.0751,710.2421,48.6828,65.0,0.0,0.0,2434.843512,2418.639303
1185,3,Arduino Uno / ATmega328P + MPU6050 + BMP280,3.3,720,170.4269,540.3529,9.2202,1.300913,0.003367,0.012283,36.901115,36.1783
1186,1,SSD1306 OLED controller,3.3,30,5.9636,23.9693,0.0672,0.0,0.01,0.0,0.013183,0.013237
1187,4,BME280 + Raspberry Pi Pico + DHT22 / AM2302 + BMP280,3.3,360,152.4644,197.9713,9.5643,0.625685,0.325025,0.634212,36.477345,36.077726
1188,3,HC-SR501 + HC-SR04 + SSD1306 OLED controller,4.15,720,127.0354,569.4978,23.4668,26.666667,0.003333,0.0,730.237712,735.492877
1189,3,ESP32 + BME280 + DHT22 / AM2302,3.3,60,35.926,23.1226,0.9514,8.793333,0.002713,80.833333,64.824444,67.041309
1190,2,SSD1306 OLED controller + nRF24L01+,3.3,60,17.8678,40.1354,1.9968,5.65,0.00545,6.75,12.611513,12.601086
1191,4,BMP280 + MPU6050 + ESP32 + DHT22 / AM2302,3.3,120,52.9508,66.1118,0.9373,7.570685,0.00456,60.634212,100.762369,101.680477
1192,1,MPU6050,3.3,720,339.1255,377.4588,3.4157,3.9,0.01,0.0,72.950018,71.138322
1193,3,DS18B20 + MPU6050 + Raspberry Pi Pico,4.15,120,45.6588,70.9903,3.3509,1.633333,0.436917,0.5,20.444272,21.034805
1194,3,ESP32 + SSD1306 OLED controller + INA219,3.3,720,330.7324,358.4585,30.8091,7.96,0.006047,80.0,841.42171,868.509281
1195,2,ESP32-S3 + Raspberry Pi Pico,3.3,1440,427.8417,971.0663,41.092,45.85,0.6535,177.5,3029.946624,2962.540497
1196,3,BME280 + ESP32 + INA219,3.3,720,113.9325,586.8237,19.2439,7.96,0.002713,80.0,403.920724,401.68015
1197,1,HC-SR04,5.0,60,27.2697,30.7818,1.9485,15.0,0.0,0.0,34.08712,33.37523
1198,3,MPU6050 + ESP32 + ESP32-S3,3.3,1440,802.4879,614.1054,23.4067,39.826667,0.00838,198.333333,6040.302367,6015.19619
1199,4,BME280 + DS18B20 + MPU6050 + SSD1306 OLED controller,3.3,30,5.7997,23.7129,0.4874,1.225,0.005188,0.375,1.81584,1.793805
1200,2,DS18B20 + HC-SR04,5.0,360,71.6309,278.3996,9.9695,8.0,0.000375,0.75,96.771454,99.631701
1201,2,nRF24L01+ + DHT22 / AM2302,3.3,360,193.0149,154.2988,12.6863,6.9,0.00045,8.0,157.669907,155.776662
1202,1,ESP32-S3,3.3,120,28.6979,91.2682,0.0338,91.7,0.007,355.0,145.433869,149.772355
1203,4,SSD1306 OLED controller + DS18B20 + HC-SR04 + MPU6050,4.15,1440,565.7011,837.2721,37.0268,4.975,0.005188,0.375,881.212643,874.063494
1204,1,BME280,3.3,360,137.0843,208.241,14.6748,0.0,0.0,0.0,0.0,0.0
1205,4,INA219 + HC-05 + HC-SR501 + nRF24L01+,3.3,60,9.5386,48.89,1.5713,26.575,0.000225,3.375,56.936853,57.097524
1206,1,HC-SR04,5.0,360,38.8055,320.7105,0.484,15.0,0.0,0.0,48.506869,49.474469
1207,4,BME280 + INA219 + Raspberry Pi Pico + HC-05,3.3,720,184.0458,514.1437,21.8106,7.5,0.325,0.0,340.436762,336.526205
1208,1,BME280,3.3,120,47.3141,69.7936,2.8924,0.0,0.0,0.0,0.0,0.0
1209,4,BMP280 + ESP32-S3 + BME280 + DHT22 / AM2302,3.3,30,17.7888,10.8926,1.3186,23.550685,0.001775,89.384213,118.101007,119.070738
1210,2,nRF24L01+ + BME280,3.3,360,123.8926,226.8565,9.2509,5.65,0.00045,6.75,83.879292,85.860902
1211,2,HC-SR501 + HC-05,3.3,360,106.764,236.8913,16.3447,47.5,0.0,0.0,557.841734,571.536205
1212,1,MPU6050,3.3,30,16.0859,12.6741,1.24,3.9,0.01,0.0,3.45739,3.517415
1213,1,ESP32,3.3,720,57.6173,650.8491,11.5336,23.88,0.00814,240.0,228.209981,228.017615
1214,3,HC-05 + DHT22 / AM2302 + SSD1306 OLED controller,3.3,1440,799.3419,639.1429,1.5152,10.833333,0.003333,0.833333,1429.383545,1464.823879
